"CD_FOR","NM_RAZAO","NM_FANTASIA","TP_FOR","ST_SITUACAO","TP_FORNECIMENTO","NR_CGC_CPF","NM_USUINC","DT_USUINC","NR_INSC_EST","DT_ULT_COMPRA","VL_ULT_COMPRA","VL_ACUM_COMPRA","OB_FOR","NM_USUALT","DT_USUALT","DS_EMAIL_NFE","NR_INSC_MUNICIPAL","CD_TP_ATIVIDADE"
4153,KAUTEX TEXTRON DO BRASIL LTDA,KAUTEX,J,A,M,891935000377,IMPORTACAO,2011-09-14 00:00:00,"54391567",,,-968.54,,MARIO,2012-03-22 18:46:58,dilma.campinho@kautex.textron.com,,
4154,BAJARUNAS ASS EMPRESIAL LTDA,BAJARUNAS,J,A,M,8755437000147,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:03:51,,,
4155,INTERMÉDICA SISTEMA DE SAÚDE S/A,INTERMEDICA,J,A,M,44649812000138,IMPORTACAO,2011-09-14 00:00:00,"407385009117",,,,,ALBA,2012-03-09 13:21:35,,,
4156,SEBRAE - SERVIÇO DE APOIO ÀS MICRO E PEQUENAS EMPR,SEBRAE,J,I,M,14797724000112,IMPORTACAO,2011-09-14 00:00:00,,,,,,"14797724000112",,eventos@eventoseventos.com.br,,
4157,UNIMED SERGIPE COOP TRABALHO MEDICO,UNIMED SERGIPE,J,A,M,13360276000122,IMPORTACAO,2011-09-14 00:00:00,ISENTO,,,,,MARIO,2015-08-19 15:01:42,reinaldo@unimedse.com.br,,
4158,UNICLINICA UN. CLINICA DE ARACAJU,UNICLINICA,J,A,M,15580814000110,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,MARIO,2012-02-28 16:43:21,andresa@uniclinica.com,,
4159,ESPER COMERCIO E SERVIÇOS DE INFORMATICA,PROVIDEO DIGITAL,J,A,M,6041029000106,IMPORTACAO,2011-09-14 00:00:00,"063002640",2013-05-22 00:00:00,500,500,,DAVID,2013-05-22 13:11:06,contatos@provideo2004.com.br,,
4160,FLEXOMETAL INDÚSTRIA E COMÉRCIO DE FERR. P/ FLEXOG,FLEXOMETAL,J,A,M,8606880000156,IMPORTACAO,2011-09-14 00:00:00,"149565606118",2014-08-27 00:00:00,1000,1000,,DAVID,2012-10-16 13:18:27,expedicao@metalflexo.com.br,,
4161,O FAZENDAO MATERIAIS COSNTRUÇÃO LTDA,O FAZENDAO,J,I,M,42135855000170,IMPORTACAO,2011-09-14 00:00:00,"35829210",,,,,"42135855000170",,,,
4162,SINDICATO DAS IND DE COSM E DE PERFUMARIA DA BAHIA,SINDCOSMETIC,J,I,M,2788229000168,IMPORTACAO,2011-09-14 00:00:00,,,,,,"02788229000168",,sindcosmetic@fieb.org..br,,
4163,MARCOS ANTONIO DE BARROS E SILVA,MARCOS ANTONIO,F,A,M,0,IMPORTACAO,2011-09-14 00:00:00,ISENTO,,,-375.39,BB-AG: 3108-9 C/C:6785-7.  ALÍQ (%)=5.,ALBA,2019-01-28 08:51:52,mbarros56@hotmail.com INSC. CIM 3431460,,
4164,EMPRESA AUTO VIAÇÃO PROGRESSO,PROGRESSO,J,A,T,10788677002214,IMPORTACAO,2011-09-14 00:00:00,"27248142",,,,,DAVID,2011-11-22 07:04:19,hilda.ferreira@adtsa.com.br,,
4165,REAL SOCIEDADE ESPANHOLA DE BENEFICENCIA,HOSPITAL ESPANHOL,J,I,M,15113103000135,IMPORTACAO,2011-09-14 00:00:00,"70348910",,,,,"15113103000135",,solange.gomes@ hospitalespanhol.combr,,
1211,AUTO ADESIVOS DO NORDESTE,AUTO ADESIVOS,J,A,M,6726770000100,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-04-10 13:10:22,,,
1261,TRANSPORTADORA COMETA S/A,COMETA,J,I,T,10970887000790,IMPORTACAO,2011-09-14 00:00:00,"27300431",,,,,CANTONIO,2014-03-14 10:49:58,,,
1901,SAO LUIZ TRANSPORTES RODOVIARIOS LTDA (MASFLOG),SAO LUIS,J,I,T,97358667000100,IMPORTACAO,2011-09-14 00:00:00,"39621720",,,,,DAVID,2014-02-21 09:08:08,,,
1961,INTEGRA SEGURANCA E TECNOLOGIA LTDA,INTEGRA,J,A,M,7771360000136,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-16 13:10:44,,,
2741,EDITAR EDITORA ACCIOLI RAMOS LTDA.,VILAS MAGAZINE,J,I,M,13358270000110,IMPORTACAO,2011-09-14 00:00:00,,,,,,"13358270000110",,,,
3411,JLC COMERCIO DE COMBUSTIVEIS LTDA,TROPICAL,J,I,M,3652915000170,IMPORTACAO,2011-09-14 00:00:00,,,,,,"3652915000170",,,,
3878,ROGERIO SANTOS DA SILVA,ROGERIO SANTOS,F,I,M,61238287549,IMPORTACAO,2011-09-14 00:00:00,,,,,,"61238287549",,,,
3951,BAGAREL COMERCIO DE INSTRUMENTOS LTDA,BAGAREL,J,A,M,13562913000143,IMPORTACAO,2011-09-14 00:00:00,"000963552",2018-09-13 00:00:00,190,190,,DAVID,2018-10-10 09:07:53,ernane@bagarel.com.br,,
4166,ITAMARATY RÓTULOS E ETIQUETAS LTDA.,PAPEIS ITAMARATY,J,A,M,53888459000130,DAVID,2011-11-16 08:47:58,"111150640114",2013-08-21 00:00:00,2040,35864,,DAVID,2012-04-20 14:39:16,papeis.itamaraty@uol.com.br,,
4167,BOMFIM CARGAS SALVADOR,BOMFIM CARGAS SALVADOR,J,A,T,32808669000958,DAVID,2011-11-16 15:32:10,"30324044",,,,,ALBA,2019-10-15 14:45:44,,,
4168,EVERTON FARIAS CARVALHO ME,PINGO DE OURO,J,A,M,5097903000156,EMILY,2011-12-01 15:27:12,"59403748",,,-50,,MARIO,2012-07-27 07:32:27,pingodeouro@superig.com.br,,
4169,DESTINATÁRIO,DESTINATÁRIO,J,A,T,33200056003830,ANDREZA,2011-12-15 16:14:18,ISENTO,,,,,MARIO,2012-04-02 08:55:05,,,
4174,GOLD PRINT SOLUÇÕES E INFORMATICA LTDA,GOLD PRINT,J,A,M,10320798000102,DAVID,2012-03-09 12:46:52,"78234170",,,,,,,,,
4176,COMERCIO DE EMBALAGENS JP LTDA,LOJA DOS DESCARTAVEIS,J,A,M,14428405000130,DAVID,2012-03-15 15:45:17,"010633944",2019-07-12 00:00:00,365.9,20982.75,,DAVID,2019-02-19 14:02:02,lojadosdescartaveis@bol.com.br,,
4177,LUCIANA TAVARES DE FARIAS,LUCIANA TAVARES DE FARIAS,F,A,M,65208668572,MARIO,2012-03-15 17:51:52,ISENTO,,,,,,,,,
4178,MARCOS ANTONIO DE BARROS E SILVA,M BARROS REPRESENTAÇÕES,F,I,M,13743023415,MARIO,2012-03-15 18:22:23,ISENTO,,,,(81) 99989-2700.  ALÍQUOTA (%) = 5.,ALBA,2019-01-28 08:50:04,,,
4181,ASSOCIACAO VOLUNTARIOS PARA O SERVICO INTERNACIONAL NORTDEST,AVSI NORDESTE,J,A,M,8929748000185,CANTONIO,2012-03-21 11:53:32,ISENTO,,,-697.76,,CANTONIO,2012-03-21 12:17:47,salvador@avsi.org,,
4182,MMV INDUSTRIA DE PRODUTOS DE LIMPEZA LTDA EPP,MMV INDUSTRIA,J,A,M,3094290000178,CANTONIO,2012-03-22 07:18:52,"50926828",,,-891,,,,mmvqualidade@gmail.com,,
4183,REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA 16 DE SETEMBRO,HOSP. PORTUGUES,J,A,M,15166416000151,CANTONIO,2012-03-22 07:24:00,ISENTO,,,-2608.7,,CANTONIO,2014-05-15 16:00:32,nfe@hportugues.com.br,,
4184,DBS INFORMÁTICA LTDA.,DBS,J,A,M,7581016000184,MARIO,2012-03-23 14:25:20,ISENTO,,,,,MARIO,2012-03-23 14:31:01,flavia@dbsti.com.br,"109009",
4185,RITRAMA AUTOADESIVO E COMERCIO LTDA,RITRAMA,J,A,M,13859972000188,DAVID,2012-03-26 14:57:11,"407266950110",2013-06-10 00:00:00,2967,127214.21,,,,,,
4186,CROMEX S.A,CROMEX S.A (SP),J,A,M,2271463000113,MARIO,2012-03-27 07:23:27,"115223206118",,,-12378.2,,,,nfe-sp@cromex.com.br,,
4187,MULTITECH INFOR.AUDIO E VIDEO LTDA,MULTITECH,J,A,M,4997960000129,MARIO,2012-04-03 09:21:06,"070429910",,,-500,,,,rosana@multitech.com.br,,
4318,NEW POINT LANCHES,NEW POINT,J,A,M,4179393000101,MARIO,2013-01-03 15:50:51,"054359941",,,,,,,,,31
4319,PEREIRA BORGES FABRICA DE CONFECCOES,PEREIRA BORGES,J,A,M,7551590000190,CANTONIO,2013-01-04 10:25:29,"68644320",,,-243.6,,,,admwave@terra.com.br,,
4329,ATENDIMENTO INTERNO,ATENDIMENTO INTERNO,J,A,M,13556022000184,ANDREZA,2013-01-29 17:40:17,ISENTO,,,,,,,,,
4417,REALIZA SOLUÇÕES E ASSESSORIA EM RECURSOS HUMANOS,REALIZARH,J,A,M,12819606000132,DAVID,2013-11-08 10:05:58,ISENTO,,,,,,,,,
4423,FELIPE REGO JACQUES DA SILVA,FELIPE REGO,F,A,M,2722411563,MARIO,2013-11-29 11:57:12,ISENTO,,,,,,,,,
4425,S.C INFORMÁTICA DO BRASIL LTDA ME,LOJA DAS IMPRESSORAS - S.C INFORMÁTICA,J,A,M,3121691000170,MARIO,2013-12-12 16:04:24,ISENTO,,,,,ALBA,2020-02-03 17:27:03,,"10005043",1
4438,"CAMURUJIPE CARGO, LOJISTICA E VEÍCULOS LTDA.",CAMURUJIPE,J,A,M,15667971000167,MARIO,2014-01-30 12:27:53,"101996851",,,,,,,,,
4461,LITORAL NORTE COMERCIO DE PRODUTOS ALIMENTICIOS,FRIGORIFICO LITORAL NORTE,J,A,M,3083780000179,CANTONIO,2014-05-02 09:01:02,"50588446",,,-8078.81,,,,lnorte@ig.com.br,,
4463,J.A  TECNOLOGIA UV LTDA,J.A TECNOLOGIA,J,A,M,15248272000182,DAVID,2014-05-05 16:18:22,ISENTO,2018-08-02 00:00:00,566.49,2509.75,,,,,,
4482,WRJ TRANSPORTES E LOGISTICA LTDA,WRJ,E,A,M,14834939000166,DAVID,2014-06-11 10:53:06,ISENTO,,,,,,,,,
4501,PORTAL RH CONSULTORIA DE RECURSOS HUMANOS LTDA EPP,PORTAL RH,J,A,M,13508554000146,DAVID,2014-09-15 16:11:09,ISENTO,,,,,,,,"453684",
4514,SUPER PÃO INDUSTRIA E COMERCIO LTDA,SUPER PÃO,J,A,M,13937206000194,CANTONIO,2014-10-23 11:39:00,"001252352",,,-819,,CANTONIO,2014-10-23 11:44:15,afonso@superpaomaster.com.br,,
4548,LE BRUT IND.E COM. DE ROUPAS LTDA-JEQUIE,MITCHELL - JEQUIE,J,A,M,14595730000197,CANTONIO,2015-05-26 10:47:29,"14013380",,,-827.75,,,,nfe@mitchell.com.br,,
4558,ARTECOLA QUIMICA S.A.,ARTECOLA QUIMICA S.A.,J,A,M,44699346001509,CANTONIO,2015-07-20 10:18:39,"076579541",,,-3050,,,,marcelo.heldt@artecola.com.br,,
4351,CHECK OK,CHECK OK,J,A,M,7930989000181,MARIO,2013-04-29 10:31:31,ISENTO,,,,,,,cobranca@checkok.com.br,,1
4356,KARINA FELIPE DE BRITO PROVENZANO,KARINA PROVENZANO,F,A,M,16826789892,MARIO,2013-05-15 14:47:17,ISENTO,,,,,,,,,
4361,CABAPIR COMERCIO LTDA,CEBAPIR,J,A,M,2323241000105,DAVID,2013-06-03 08:47:20,"115225096110",2013-06-17 00:00:00,350,350,,,,,,
4366,TRANSPORTES RODORAP LTDA,TRANSPORTES RODORAP,J,A,T,55133896000179,MARIO,2013-06-12 15:39:37,"111321514110",,,,,,,suprimentos@alphaclicheria.com.br,,
4416,P&B COMERCIO E SERVICOS DE INFORMATICA LTDA ME,PONTUAL INFORMATICA,J,A,M,8711768000185,DAVID,2013-11-06 10:07:44,"073537017",,,,,,,,,
4434,VIAÇÃO ITAPEMIRIM S.A.,ITAPEMIRIM,J,A,M,27175975005842,MARIO,2014-01-14 14:59:57,"24199672",,,,,DAVID,2014-05-21 10:26:42,,,
4462,SEMPRETECH COM SERV E DIST DE INFORMATICA,SEMPRETECH,J,A,M,14649770000174,DAVID,2014-05-05 10:33:42,"01494247",2014-05-05 00:00:00,224,224,,,,,,
4465,PERFUMARIAS DAPI IND. E COM. LTDA,PERFUMARIAS DAPI,J,A,M,34316802000127,CANTONIO,2014-05-08 12:06:31,"27653241",,,-3118.8,,,,compras@dapicosmeticos.com.br,,
4475,TRANSWINTER TRANSPORTE E LOGISTICA LTDA,TRANSWINTER,J,A,T,52105491000210,DAVID,2014-05-21 17:05:27,ISENTO,,,,,CANTONIO,2014-08-18 08:31:15,,,
4485,DENDESIGN COMUNICAÇÃOE DESIGN LTDA MA,DENDESIGN,J,A,M,4623860000132,DAVID,2014-07-03 14:36:13,ISENTO,,,,,,,,"20722400197",
4486,ASSOCIACAO DAS PIONEIRAS SOCAIS,ASSOC PIONEIRAS,J,A,M,37113180001108,DAVID,2014-07-03 15:33:58,ISENTO,,,-910,,CANTONIO,2016-05-27 16:23:12,alessandra.trippo@sahar.br,,
4494,RAPIDEZ CARGAS E ENCOMENDAS LTDA - ME,RAPIDEZ,J,A,T,12760775000144,DAVID,2014-08-13 15:15:45,"020851013",,,,,,,,,
4557,NAPOLI COM DE CALÇADOS LTDA ME,RED´S CALÇADOS,J,A,M,11171002000160,DAVID,2015-07-14 11:09:01,"84274834",,,,,,,,,
4559,A2 FERRAMENTARIA EIRELI - ME,A2 FERRAMENTARIA,J,A,M,19954888000120,DAVID,2015-07-28 07:19:19,"353165169119",2016-11-23 00:00:00,684,4020.88,,,,,,
4581,CENTRO PREPARATÓRIO PARA CONCURSOS WILLIAN KELVIN LTDA-ME,GRANDES MESTRES VESTIBULAR,J,A,M,19130794000136,CANTONIO,2015-10-21 16:31:26,ISENTO,,,-600.44,,,,josenicenascimento@hotmail.com,,
4585,NUCLEO DE ONCOLOGIA DA BAHIA LTDA,NUCLEO DE ONCOLOGIA DA BAHIA LTDA,J,A,M,41980319000108,CANTONIO,2015-10-29 09:59:43,ISENTO,,,-364.95,,,,paula.pereira@nob-ba.com.br,,
4590,LSS - LABORATORIO STURDART LTDA,LSS,J,A,M,32601437000177,DAVID,2015-11-10 15:59:10,ISENTO,,,,,,,,,
4354,SAIS NORDESTE IND E COM LDA,SAIS NORDESTE,J,A,M,4777143000165,DAVID,2013-05-09 17:34:32,"56514234",,,,,,,,,
4377,BAHIA EMBALAGENS PLASTICAS LTDA,BAEMBA,J,A,M,7295782000182,DAVID,2013-07-23 09:13:00,"72465081",,,,,,,,,
4380,YAZAKI AUTOPARTS DO BRASIL LTDA,YAZAKI,J,A,M,1942223000483,DAVID,2013-08-01 15:30:06,"55033996",,,,,,,sped.feira@yazaki.com.br,,
4388,NOVO HOTEL LTDA ME,NOVOHOTEL,J,A,M,9229822000113,DAVID,2013-08-27 08:38:17,ISENTO,,,,,,,,,
4406,LABOCLIN LABORATORIO DE ANALISES CLINICA LTDA,LABOCLIN,J,A,M,13551767000150,CANTONIO,2013-10-17 10:13:34,ISENTO,,,-787.5,,,,compras@laboclin.com.br,,
4410,INOZAGAM TEC-SERV COM E SERV LTDA,INOZAGAM,J,A,M,2478035000166,DAVID,2013-10-25 09:29:42,"114813524119",2019-01-02 00:00:00,1280,2409.8,,,,,,
4413,DISCULTURA COM E REPRESENTAÇÕES,DISCULTURA,J,A,M,13413398000130,DAVID,2013-11-04 08:41:52,"12028197",,,,,,,,,
4414,LOJAS INSINUANTE LTDA,LOJAS INSINUANTE,J,A,M,16182834000952,DAVID,2013-11-04 09:16:31,"01661097",,,,,,,,,
4432,ILTON CESAR SANTOS DE JESUS,ILTON CESAR,F,A,M,36703966591,MARIO,2014-01-10 14:50:51,ISENTO,,,,,,,,,
4433,THAISE AMORIM CARVALHO,THAISE,F,A,M,5512170570,MARIO,2014-01-10 17:18:11,ISENTO,,,,,,,,,
4440,JOSÉ REINALDO NASCIMENTO VIANA,JOSÉ REINALDO,F,A,M,29756960515,MARIO,2014-02-03 15:32:51,ISENTO,,,,,,,,,
4441,FLAVIA SILVA DE ALBUQUERQUE MELLO EPP,MASF LOG TRANSPORTES,J,A,T,12058489000565,DAVID,2014-02-04 15:44:15,"104245743",,,,,,,,,
4457,PETROLEO BRASILEIRO S A,PETROBRAS/NATAL,J,A,M,33000167104900,CANTONIO,2014-04-09 07:22:19,"200671391",,,-467.06,,,,elyrosana.tenasa@petrobras.com.br,,
4459,POLO LOGISTICA LTDA, POLO LOGISTICA (SÃO PAULO),J,A,T,5698101000363,DAVID,2014-04-29 10:12:43,"145569476118",,,,,ALBA,2014-05-12 16:58:18,,,
4464,JKCM DE JESUS COM DE VIDROS SALVADOR,JKCM,J,A,M,6090764000100,DAVID,2014-05-05 17:26:23,"63144537",,,,,,,,,
4466,DINNI CALCADOS LTDA,DINNI CALCADOS(LJ18),J,A,M,13441423001837,CANTONIO,2014-05-12 12:14:19,"270952683",,,-835.5,,,,nfe@dinni.com.br,,
4467,DINNI CALCADOS LTDA,DINNI CALCADOS(LJ01),J,A,M,13441423000199,CANTONIO,2014-05-12 12:16:58,"23292516",,,-334.2,,,,nfe@dinni.com.br,,
4469,FOOT ALL COMERCIO LTDA,FOOT ALL (LJ 23),J,A,M,268973000378,CANTONIO,2014-05-12 13:45:23,"49844560",,,-501.3,,,,nfe@dinni.com.br,,
4470,DINNI CALCADOS LTDA,DINNI CALCADOS(LJ11),J,A,M,13441423001160,CANTONIO,2014-05-12 14:03:27,"43717602",,,-334.2,,,,nfe@dinni.com.br,,
4476,LOTUS AUTOMAÇÃO LTDA,LOTUS,J,A,M,13556043000108,DAVID,2014-05-27 13:02:40,"147999200116",2014-05-29 00:00:00,1005,1005,,,,,,
4509,JOÃO CÉSAR NASCIMENTO COSTA,JOÃO CÉSAR,F,A,M,3497344532,MARIO,2014-10-08 11:16:56,ISENTO,,,,,,,,,
4533,EXPRESSOBR TRANSP E LOGISTICA LTDA,EXPRESSOBR,J,A,M,7814918000628,DAVID,2015-03-03 14:02:23,"112997885",,,,,,,,,
4535,VIAMATIC COM DE EQUIPAMENTOS INDUSTRIAIS LTDA,VIAMATIC,J,A,M,6053918000185,DAVID,2015-03-20 13:31:22,"63072546",,,,,,,,,
4547,ISOCOR COMÉRCIO DE TINTAS LTDA,ISOCOR,J,A,M,7579363000172,CANTONIO,2015-05-25 16:10:08,"67181901",,,-452.4,,,,iso.cor@uol.com.br,,
4580,AUTOBRASIL NORDESTE LTDA BARRO REIS,AUTOBRASIL,J,A,M,15783481000800,DAVID,2015-10-21 13:28:24,"102996139",,,,,,,,,
4588,PETROLEO BRASILEIRO S.A,PETROBRAS,J,A,M,33000167005502,DAVID,2015-11-10 10:51:08,"061026182",,,-567.18,,DAVID,2016-01-05 14:56:54,karinalima@petrobras.com.br,,
4321,VANESSA RAMOS CORDEIRO SOUZA,VANESSA RAMOS CORDEIRO,F,A,M,1531143555,TANIA,2013-01-14 11:08:15,ISENTO,,,,,ALBA,2017-10-24 09:40:28,,,
4327,FAZENDA VACCARO LTDA,FAZENDA VACCARO,J,A,M,3505827000145,DAVID,2013-01-28 17:16:26,"052068603",,,-2875.77,,,,vaccaro@cachacaorganica.com.br,,
4341,GAL TECNOLOGIA EM ESQUADRIA DE ALUMINIO LTDA,ALUMITEC,J,A,M,10676392000167,DAVID,2013-03-05 09:45:43,"19693318",,,-3873.7,,CANTONIO,2013-10-02 06:31:17,eduardo@aluminiotecnologia.com.br,,
4363,IVAN MOREIRA DE ALMEIDA JUNIOR,IVAN MOREIRA,F,A,M,2216497517,MARIO,2013-06-07 15:25:11,ISENTO,,,,,,,,,
4364,MURILO MACEDO SANTOS,MURILO MACEDO,F,A,M,3276110571,MARIO,2013-06-07 15:37:02,ISENTO,,,,,,,,,
4365,RECICLO QUIMICA LTDA,RECICLO,J,A,M,95778668000170,DAVID,2013-06-10 09:52:50,"252681746",,,-2400,,MARIO,2013-06-12 10:42:13,suprimentos@alphaclicheria.com.br,,
4371,ESPAÇO COBERTO ESTRUTURAS COBERTAS E TOLDOS LTDA,ESPAÇO COBERTO,J,A,M,4390892000135,DAVID,2013-06-25 18:23:21,"13640295",2013-06-25 00:00:00,950,950,,,,,,
4411,UNIGEL PLASTICOS S/A.,UNIGEL,J,A,M,2402478000173,CANTONIO,2013-10-25 10:01:24,"48581446",,,-1942.05,,,,xml381@unigel.com.br,,
4412,PSVC INDUSTRIA COMERCIO E SERVICOS VALVULAS DE CONTROLE LTDA,PSVC,J,A,M,1165416000122,CANTONIO,2013-10-29 11:21:08,"44249359",,,,,,,cristiane@psvc.com.br,,
4450,LOJAS LE BISCUIT S/A,LE BISCUIT,J,A,M,16233389000902,CANTONIO,2014-02-21 10:51:44,"72399210",,,-1573.8,,,,romuloeloy@lebscuit.com.br,,
4484,LUCIANO MESQUITA DE SOUZA,LUCIANO MESQUITA,F,A,M,2012601588,MARIO,2014-06-13 16:23:06,ISENTO,,,,,ALBA,2016-06-06 16:26:13,,,
4541,PHARMACIA BIOETHICA LTDA.,PHARMACIA BIOETHICA,J,A,M,2626283000107,CANTONIO,2015-04-14 11:16:30,"049040788",,,-304,,,,bioethica@bioethica.com.br,,
4546,RUBENS SOUZA MOURA JUNIOR,RUBENS - TECPOWER,J,A,M,15361700000189,MARIO,2015-05-19 10:29:05,"100894594 ME",,,,,ALBA,2019-12-16 08:13:08,,,
4549,JOCKEY AUTO POSTO LTDA,JOCKEY,J,A,M,11128772000120,DAVID,2015-06-03 16:03:52,"84113454",2020-03-18 00:00:00,3077.07,326839.57,,,,,,
4571,HOTELARIA ACCOR BRASIL S/A,HOTELARIA ACCOR,J,A,M,9967852001107,DAVID,2015-09-17 13:29:52,ISENTO,,,,,,,,"000112063",
4579,FERNANDO DE JESUS SANTOS,FERNANDO,F,A,M,12126110559,CANTONIO,2015-10-13 10:34:05,ISENTO,,,-27600,,DBSFLEXO,2015-10-13 14:10:34,ecosystem@ecosystem-net.com.br,,
4584,JORGE GUILHERME SILVA E VIA LTDA,JORGE GUILHERME,J,A,M,34189092000200,DAVID,2015-10-28 13:45:10,"48723934",,,,,,,,,
4587,"8ITTO DESIGN REPRESENTACOES E SERVICOS LTDA","8ITTO DESIGN",J,A,M,12899820000146,CANTONIO,2015-11-06 09:20:18,ISENTO,,,-996.45,,CANTONIO,2015-11-06 09:30:27,controller.contabil@ig.com.br,,
4591,QBEX COMPUTADORES LTDA,QBEX COMPUTADORES,J,A,M,5480302000128,CANTONIO,2015-11-17 16:34:41,"059070405",,,,,,,carlos.eduardo.pcp@gmail.com,,
4324,SERMALTA INDUSTRIA E COMERCIO LTDA.,ABX CONTEMPO,J,A,M,32675001000122,DAVID,2013-01-22 11:02:28,"27391206",,,,,,,cassiaabxcontempo@hotmail.com,,
4334,IMPRESSAO E CODIFICACAO COMERCIO E SERVICOS LTDA - EPP,MARCACAO,J,A,M,10948953000130,CANTONIO,2013-02-22 07:27:43,"083379154",,,-3150,,,,imcod@incod.com.br,,
4343,NILTON CEZAR LEITE FRANCISCO,NILTON CEZAR,F,A,M,3581050641,MARIO,2013-03-07 15:28:10,ISENTO,,,,,,,,,
4358,FAMA COMERCIO DE MOVEIS LTDA,FAMA MOVEIS,J,A,M,14796411000140,DAVID,2013-05-28 11:02:29,"24352031",,,,,,,,,
4385,ZN LOG LOGISTICA E TRANSPORTES LTDA,ZN LOG,J,A,T,13148262000140,DAVID,2013-08-13 16:08:15,"336553768114",,,,,DAVID,2013-08-13 16:10:57,,,
4396,ROT COLOR ROTULOS E ETIQUETAS LTDA,ROT-COLOR,J,A,M,14130763000161,MARIO,2013-09-18 15:13:25,"146386199110",2018-12-10 00:00:00,1417.8,233551.29,,DAVID,2019-02-19 09:50:38,papeis.itamaraty@uol.com.br,,
4400,FP COMERCIO DE MODAS LTDA,IMPRESSAO DIGITAL,J,A,M,16359754000172,CANTONIO,2013-10-03 07:16:44,"026657509",,,-1099.8,,,,betauperez@uol.com.br,,
4421,N. GRAF COMERCIO DE TINTAS GRAFICAS LTDA-ME,NATHALGRAF,J,A,M,10980238000184,DAVID,2013-11-26 09:41:32,"148687470113",2020-03-18 00:00:00,917.15,15311.51,,,,atendimento.nathalgraf@hotmail.com,,
4472,ITAMAR ARAÚJO DA SILVA JUNIOR,ITAMAR ARAÚJO DA SILVA JUNIOR,F,A,M,6301403592,MARIO,2014-05-19 11:08:52,ISENTO,,,,,ALBA,2020-01-27 16:08:03,,,
4473,MAIANA DA SILVA SANTOS,MAIANA,F,A,M,1451522517,MARIO,2014-05-19 11:21:16,ISENTO,,,,,,,,,
4479,VISTO CAR VISTORIA DE AUTOMOVEIS LTDA,VISTO CAR,J,A,M,11429673001079,DAVID,2014-06-09 10:23:35,ISENTO,,,,,,,,"0010013304",
4480,MULTIPLEX SERV E COM DE APARELHOS ELETRONICOS LTDA,MULTIPLEX,J,A,M,9247384000116,DAVID,2014-06-09 15:35:44,ISENTO,,,,,,,,"0010002888",
4510,TOLEDO DO BRASIL INDUSTRIA DE BALANCAS LIMITADA,TOLEDO,J,A,M,59704510001911,SANTANA,2014-10-08 13:05:00,"000132077",2018-11-12 00:00:00,167.27,167.27,,,,,,
4526,AGUIA BRANCA ENCOMENDAS LTDA,AGUIA BRANCA,J,A,T,8860184000503,CANTONIO,2014-12-15 14:18:36,"074809131",,,,,MARIO,2016-03-18 10:29:07,,,
4539,ANSELMO DE ARAUJO MACHADO,ANSELMO,F,A,M,3653549531,MARIO,2015-04-07 09:16:42,ISENTO,,,,,,,,,
4583,TECNOLOG TRANSPORTE RODO-AEREO E LOGISTICA LTDA,TECNOLOG,J,A,T,60541240000630,DAVID,2015-10-27 14:02:19,"018439988",,,,,DAVID,2015-10-27 14:03:42,,,
4326,DUBUIT PAINT TINTAS E VERNIZES LTDA,DUBUITPAINT,J,A,M,61520045000181,ALEXANDRE,2013-01-24 17:03:33,"528125595116",,,,,MARIO,2013-02-08 09:17:43,,,
4333,RESOL PRODUTOS QUIMICOS LTDA,RESOL,J,A,M,54469523000100,DAVID,2013-02-20 08:51:33,"454072661119",,,,,,,,,
4359,RIANE OLIVEIRA COUTINHO CONFECÇÕES ME,LOCAL BRASIL,J,A,M,11051244000110,CANTONIO,2013-05-29 10:11:29,"083809589",,,-45,,,,carloscunhaneto@globo.com,,
4367,MOEMA MARILIA ROCHA GALVAO CASTRO E CIA,MOEMA (CORREIOS),J,A,M,40509028000173,DAVID,2013-06-17 10:38:10,ISENTO,,,,,DAVID,2014-02-06 14:13:16,,,
4368,SSA DISTRIBUIDORA DE BATERIAS LTDA,LC BATERIAS,J,A,M,13413366000134,DAVID,2013-06-17 11:04:36,"019252191",2019-10-10 00:00:00,407,3102.32,,,,,,
4369,ELETRO BUSCARIOLI LTDA,ELETRO BUSCARIOLI,J,A,M,51687713000106,DAVID,2013-06-17 12:34:01,"105551256112",,,,,,,,,
4401,MARIA APARECIDA DOS REIS MENEZES,MIXPRINT,J,A,M,15199500000171,DAVID,2013-10-09 16:38:53,ISENTO,,,,,,,,,
4403,CONSÓRCIO NACIONAL DE LICITAÇÃO HQZ,CONLICITAÇÃO,J,A,M,3635879000136,MARIO,2013-10-14 15:14:35,ISENTO,,,,,,,,,
4404,BORRACHAS DINA COML. LTDA.,BORRACHAS DINA,J,A,M,49942204000130,DAVID,2013-10-15 09:01:08,"109990788112",2013-10-21 00:00:00,160,160,,,,,,
4405,VIPEX TRANSPORTES URGENTES LTDA,VIPEX TRANSPORTES URGENTES LTDA,J,A,T,18653631000175,DAVID,2013-10-15 09:21:09,"110921187",,,,,ALBA,2019-12-17 09:08:12,,,
